Episode,MULDER,SCULLY
S1E1,46.6078431372549,46.18181818181818
S1E2,52.82795698924731,49.89411764705882
S1E3,40.80451127819549,43.88235294117647
S1E4,44.95652173913044,46.45652173913044
S1E5,39.93181818181818,40.73863636363637
S1E6,35.58914728682171,34.86904761904762
S1E7,41.27218934911242,38.025
S1E8,42.00854700854701,39.61538461538461
S1E9,31.37864077669903,35.8
S1E10,36.04761904761905,42.02439024390244
S1E11,36.728070175438596,50.89705882352941
S1E12,43.5,45.84
S1E13,42.647619047619045,33.851485148514854
S1E14,42.30434782608695,32.40229885057471
S1E15,36.17964071856287,44.44318181818182
S1E16,45.77272727272727,49.65625
S1E17,38.565891472868216,48.71296296296296
S1E18,42.8,47.916666666666664
S1E19,39.625,38.31111111111111
S1E20,49.73809523809524,49.03076923076923
S1E21,49.21551724137931,46.88775510204081
S1E22,45.54330708661417,49.2970297029703
S1E23,36.71544715447155,38.450819672131146
S2E1,40.8503937007874,43.254901960784316
S2E2,34.41258741258741,54.10989010989011
S2E3,48.90909090909091,54.82857142857143
S2E4,40.43103448275862,51.333333333333336
S2E5,32.407407407407405,43.130434782608695
S2E6,35.188235294117646,10.666666666666666
S2E7,39.92741935483871,0
S2E8,29.489583333333332,30.0
S2E9,44.42176870748299,47.4031007751938
S2E10,40.333333333333336,48.48514851485149
S2E11,39.72941176470588,42.76724137931034
S2E12,48.40689655172414,51.25185185185185
S2E13,43.544444444444444,37.435483870967744
S2E14,40.747252747252745,51.63076923076923
S2E15,36.80769230769231,38.58095238095238
S2E16,45.15555555555556,44.24418604651163
S2E17,25.710526315789473,52.95505617977528
S2E18,45.41139240506329,40.172413793103445
S2E19,40.289655172413795,47.79746835443038
S2E20,0,0
S2E21,52.320388349514566,43.829268292682926
S2E22,37.762962962962966,41.0990990990991
S2E23,40.69135802469136,42.41935483870968
S2E24,43.41984732824427,52.20754716981132
S2E25,28.387755102040817,44.72950819672131
S3E1,44.84,33.69911504424779
S3E2,39.28125,40.37931034482759
S3E3,33.78358208955224,40.64705882352941
S3E4,49.02290076335878,48.05882352941177
S3E5,41.16541353383459,34.505050505050505
S3E6,47.207207207207205,37.252100840336134
S3E7,44.826771653543304,42.10526315789474
S3E8,35.45967741935484,52.15
S3E9,45.780141843971634,35.723214285714285
S3E10,36.88,39.57142857142857
S3E11,41.65972222222222,38.75460122699386
S3E12,51.74885844748859,45.64462809917355
S3E13,47.170212765957444,49.967213114754095
S3E14,43.446666666666665,35.721804511278194
S3E15,40.027272727272724,48.383720930232556
S3E16,41.666666666666664,36.23
S3E17,37.03947368421053,27.178571428571427
S3E18,37.74045801526717,40.568306010928964
S3E19,37.35036496350365,42.3394495412844
S3E20,56.42857142857143,64.08955223880596
S3E21,34.890625,42.074074074074076
S3E22,51.05882352941177,40.696296296296296
S3E23,40.09251101321586,39.98888888888889
S3E24,44.24271844660194,48.21052631578947
S4E1,32.06,42.677083333333336
S4E2,41.202312138728324,35.8421052631579
S4E3,48.779411764705884,49.87313432835821
S4E4,45.489208633093526,48.57462686567164
S4E5,56.8235294117647,51.26315789473684
S4E6,46.05555555555556,48.11764705882353
S4E7,0,0
S4E8,35.68205128205128,43.95412844036697
S4E9,42.95294117647059,38.0921052631579
S4E10,45.81395348837209,73.58904109589041
S4E11,40.830882352941174,45.53703703703704
S4E12,35.78846153846154,40.213235294117645
S4E13,60.626506024096386,40.84507042253521
S4E14,44.462765957446805,44.132075471698116
S4E15,43.93333333333333,48.24770642201835
S4E16,43.104294478527606,35.724137931034484
S4E17,44.54744525547445,49.25961538461539
S4E18,40.027522935779814,46.41447368421053
S4E19,46.68027210884354,45.64705882352941
S4E20,44.00684931506849,46.19607843137255
S4E21,50.76136363636363,0
S4E22,43.271186440677965,43.64383561643836
S4E23,29.10625,44.61818181818182
S4E24,44.10958904109589,47.31623931623932
S5E1,38.79245283018868,0
S5E2,57.94827586206897,57.491379310344826
S5E3,42.32727272727273,39.75925925925926
S5E4,32.989010989010985,29.836879432624112
S5E5,6.333333333333333,40.17460317460318
S5E6,42.946666666666665,46.35526315789474
S5E7,37.888888888888886,34.05982905982906
S5E8,32.660606060606064,34.931372549019606
S5E9,46.833333333333336,44.94117647058823
S5E10,32.95180722891566,28.788079470198674
S5E11,32.68627450980392,24.846153846153847
S5E12,41.8755980861244,40.873493975903614
S5E13,53.35294117647059,43.183098591549296
S5E14,49.06185567010309,45.66949152542373
S5E15,44.75675675675676,0
S5E16,40.575,45.40983606557377
S5E17,39.735537190082646,39.19631901840491
S5E18,30.06015037593985,36.296875
S5E19,35.56428571428572,36.92941176470588
S5E20,0,0
S6E1,35.06956521739131,41.19047619047619
S6E2,36.41269841269841,42.23728813559322
S6E3,33.578947368421055,29.22689075630252
S6E4,48.65217391304348,55.0
S6E5,32.142857142857146,37.037974683544306
S6E6,42.81395348837209,48.160493827160494
S6E7,48.40384615384615,41.77777777777778
S6E8,27.91891891891892,38.666666666666664
S6E9,35.05882352941177,34.3
S6E10,32.625,36.21739130434783
S6E11,42.416666666666664,38.352112676056336
S6E12,31.984496124031008,51.377049180327866
S6E13,45.19718309859155,44.24
S6E14,46.42857142857143,38.59708737864078
S6E15,36.5625,24.914285714285715
S6E16,39.87022900763359,43.59340659340659
S6E17,33.64150943396226,45.1875
S6E18,34.19101123595506,45.70666666666666
S6E19,0,28.0
S6E20,46.07079646017699,40.973684210526315
S6E21,46.0,45.689189189189186
S6E22,36.177215189873415,39.744360902255636
