Episode,MULDER,SCULLY
S1E1,2.0645883623125143,2.0447059588569507
S1E2,2.0774578729214843,2.0799105464249825
S1E3,1.9850181850024948,2.0417867834765246
S1E4,2.0009285456301407,2.005477303584944
S1E5,2.048769109859032,2.0950690016817206
S1E6,2.029560103030208,2.0684894111289727
S1E7,2.032811365345477,2.0486356423447867
S1E8,2.0624887492237067,2.0671975512239174
S1E9,2.015497643173972,2.073810567446668
S1E10,2.0825287393646743,2.134270543133043
S1E11,1.986419243407573,2.156724371590236
S1E12,2.055549008690756,1.9421719125671066
S1E13,2.010396320928891,2.0005105242635026
S1E14,2.049163833983647,2.06365430245038
S1E15,2.051653750300585,2.112201824768826
S1E16,2.083539926205769,2.1083756868587993
S1E17,1.994013981468526,2.0867933048349507
S1E18,2.0476408236755903,2.063748628419597
S1E19,2.0232627165643398,1.9599098955275218
S1E20,2.049610177657314,2.1436772358218694
S1E21,2.153540268193608,2.067706610538618
S1E22,2.1042356518679095,2.042948945063315
S1E23,2.0115098158824813,2.0296475143612756
S2E1,2.170966493144911,2.0660803578008755
S2E2,1.9777396694293,2.19370244919556
S2E3,2.2014951473838873,2.3433365266388475
S2E4,1.9990618577187098,2.1812555690260926
S2E5,1.9933757159250278,1.9931718957958429
S2E6,2.020645574615058,1.9894396565004289
S2E8,1.9482852810857505,2.003630584351852
S2E9,2.115210633114908,2.089121775222393
S2E10,2.1060811514414195,2.150561917783738
S2E11,2.067961384562634,2.1590360933980186
S2E12,2.0643794338855836,2.1466047672177777
S2E13,2.038152560462168,1.8629218201472313
S2E14,2.1467405232449197,2.137058696947137
S2E15,2.080470752893054,2.142161648467704
S2E16,2.0162057052929305,2.05707490322994
S2E17,1.838185708444988,2.0968240862113054
S2E18,2.028757807773224,2.027283536932931
S2E19,2.0673764920804967,2.0318293109031815
S2E21,2.0449872429108864,2.0323888484779937
S2E22,1.9724448420633027,2.066402367684567
S2E23,2.0446492883422724,2.0762682947734232
S2E24,2.071992162999434,2.1161655380355566
S2E25,1.9819107486152248,2.020262459981724
S3E1,1.8440893441782147,1.9539048943045216
S3E2,1.9854222312823457,1.9241996981278324
S3E3,2.0370608794498613,2.0892447552431963
S3E4,2.049868923234125,2.0575986950590495
S3E5,2.0412782717172298,2.031598118871505
S3E6,2.0871600337902962,2.0766141296357876
S3E7,2.09336899376575,2.105662985194776
S3E8,1.993989091791914,2.004486888101791
S3E9,2.0566023593396845,1.9804112690683562
S3E10,1.9983759472196667,2.033616847838377
S3E11,2.032839949435592,1.9570404814468194
S3E12,2.136674747880457,2.207194318132898
S3E13,1.945025294713005,1.9988920605486744
S3E14,2.0289630512291943,2.016478600419401
S3E15,1.9727529447400503,1.9697541320557823
S3E16,1.9134784585653135,2.004624043144317
S3E17,2.0395820205870585,2.0791794594025017
S3E18,2.0192791722239924,2.023947604326883
S3E19,2.001881744154444,1.9772293889814254
S3E20,2.14647222735045,2.0940843170826664
S3E21,2.0698312630076425,2.0595732483001146
S3E22,2.06249151403344,2.0565794584538106
S3E23,2.0319835071374923,2.065920194508205
S3E24,1.9124774273454346,2.0963001933185077
S4E1,1.9976265712060006,2.035151075256239
S4E2,2.0478512767047277,2.088017898464818
S4E3,2.1189963084994745,2.1346602590016763
S4E4,2.051020504514557,2.073799653705388
S4E5,2.146807218778986,2.1379662653364893
S4E6,2.0654151454417846,2.083126520219362
S4E8,2.0322402074468457,2.0276558402371885
S4E9,1.986798301143727,1.9500203708154769
S4E10,2.0307543066091034,2.1364624774562384
S4E11,2.0485213604242287,1.9942723800932656
S4E12,2.0472192369144477,2.0962609051196552
S4E13,2.0079613939167538,1.8974249474128562
S4E14,2.022474560386163,2.0535081667088853
S4E15,1.99291027966702,1.907222574142046
S4E16,2.024313140889073,2.0305233833767926
S4E17,2.077882423772347,2.0622917180478724
S4E18,2.014506368355413,2.1023460310922544
S4E19,2.0826547437384066,2.0319138877259038
S4E20,2.009553699212174,2.0391834377385756
S4E22,1.952397229041476,1.991955543979258
S4E23,1.8882874944911487,2.064755565097914
S4E24,2.0518266507600487,2.0293706796117545
S5E2,1.9684271942966403,2.0097243953894472
S5E3,1.935469487819589,1.8606606141908306
S5E4,1.9926930518357269,1.937824789650835
S5E5,2.779950000961542,1.992989937896879
S5E6,2.014016580253957,2.0485229492323143
S5E7,2.0000230539799437,1.9136543702753894
S5E8,1.9663990975444536,2.0532258855720236
S5E9,2.0240215769199246,1.984776585731877
S5E10,1.995468005391262,1.991882026546187
S5E11,2.009815749963264,1.9470652252688925
S5E12,2.018131938427667,2.041958713135956
S5E13,2.052378907108761,1.9642711739754972
S5E14,2.0482757392209106,1.9804722843893054
S5E16,1.9530926400651085,2.030724639533053
S5E17,2.022730797128623,1.9423292628277793
S5E18,1.948302399840573,2.025506099879754
S5E19,1.9402066843870935,1.9913418638887685
