Episode,MULDER,SCULLY
S1E1,0.5053353658536586,0.574468085106383
S1E2,0.5574136008918618,0.6057441253263708
S1E3,0.5076775431861804,0.5804597701149425
S1E4,0.5130801687763713,0.5439900867410161
S1E5,0.5595116988809766,0.6137404580152672
S1E6,0.5320139697322468,0.6126629422718808
S1E7,0.4789915966386555,0.49249779346866723
S1E8,0.510989010989011,0.6407563025210085
S1E9,0.6377049180327868,0.7508532423208191
S1E10,0.564729867482161,0.5857605177993528
S1E11,0.5548628428927681,0.6368159203980099
S1E12,0.5679611650485437,0.5959367945823928
S1E13,0.549346016646849,0.5714285714285714
S1E14,0.5689084895259096,0.5647969052224371
S1E15,0.5150709219858156,0.5696022727272727
S1E16,0.5655737704918032,0.6077057793345009
S1E17,0.508421052631579,0.5443974630021141
S1E18,0.5815899581589958,0.5582137161084529
S1E19,0.5180722891566265,0.5550595238095238
S1E20,0.5919689119170984,0.6145648312611013
S1E21,0.5558882235528942,0.5702280912364946
S1E22,0.5430210325047801,0.5492341356673961
S1E23,0.5285880980163361,0.5028248587570622
S2E1,0.6298342541436464,0.6405867970660146
S2E2,0.49056603773584906,0.5942376950780313
S2E3,0.6528028933092225,0.7003257328990228
S2E4,0.5018670649738611,0.6492805755395683
S2E5,0.43222003929273084,0.5678571428571428
S2E6,0.4977934686672551,0.8333333333333334
S2E7,0.546031746031746,0
S2E8,0.5803571428571429,0.8870967741935484
S2E9,0.5338474721508141,0.5130984643179766
S2E10,0.5968137254901961,0.5962877030162413
S2E11,0.5769230769230769,0.5836216839677048
S2E12,0.5355746677091477,0.5217391304347826
S2E13,0.5792349726775956,0.556745182012848
S2E14,0.6094224924012158,0.555367709213863
S2E15,0.5488151658767773,0.6207865168539326
S2E16,0.5239338555265448,0.5598290598290598
S2E17,0.5178571428571429,0.5205640423031728
S2E18,0.4947916666666667,0.5394285714285715
S2E19,0.5538033395176253,0.5225483178239084
S2E20,0,0
S2E21,0.5232793522267206,0.5684210526315789
S2E22,0.4908906882591093,0.5232974910394266
S2E23,0.4906731549067315,0.5254413291796469
S2E24,0.5413891531874405,0.5460992907801419
S3E1,0.6536796536796536,0.531628532974428
S3E2,0.5263157894736842,0.5930735930735931
S3E3,0.545774647887324,0.5674603174603174
S3E4,0.4852817493692178,0.579088471849866
S3E5,0.49560117302052786,0.586687306501548
S3E6,0.5577731092436975,0.5781057810578106
S3E7,0.5450145208131656,0.5969529085872576
S3E8,0.5106132075471698,0.5928449744463373
S3E9,0.5338409475465313,0.4974160206718346
S3E10,0.43100189035916825,0.46173254835996635
S3E11,0.5555555555555556,0.4876237623762376
S3E12,0.48696088264794385,0.5436382754994742
S3E13,0.6302325581395349,0.6052173913043478
S3E14,0.5085714285714286,0.4994462901439646
S3E15,0.522196261682243,0.5370138017565872
S3E16,0.5566714490674318,0.5257879656160458
S3E17,0.6268939393939394,0.6749116607773852
S3E18,0.5374868004223865,0.4660956459671663
S3E19,0.5351681957186545,0.5516853932584269
S3E20,0.5900131406044679,0.5630689206762028
S3E21,0.4855072463768116,0.5184887459807074
S3E22,0.5089766606822262,0.5230618253189402
S3E23,0.4645161290322581,0.556390977443609
S4E1,0.555735056542811,0.5405046480743692
S4E2,0.4928301886792453,0.5682507583417593
S4E3,0.5088309503784693,0.5305084745762711
S4E4,0.51931330472103,0.5139475908706678
S4E5,0.52,0.5482456140350878
S4E6,0.5428840716305372,0.5557692307692308
S4E7,0,0
S4E8,0.4817351598173516,0.5022172949002217
S4E9,0.5724533715925395,0.5691202872531418
S4E10,0.5509383378016086,0.5471092077087795
S4E11,0.5414634146341464,0.5228260869565218
S4E12,0.5862068965517241,0.5421686746987951
S4E13,0.5590128755364807,0.5104895104895105
S4E14,0.4838300570703868,0.5127807900852053
S4E15,0.4761061946902655,0.46808510638297873
S4E16,0.4552352048558422,0.5433376455368694
S4E17,0.4785330948121646,0.536741214057508
S4E18,0.5329268292682927,0.49096622152395913
S4E19,0.4924060751398881,0.5183349851337958
S4E20,0.5139344262295082,0.5325172149961744
S4E21,0.5397390272835113,0
S4E22,0.4267386900742741,0.48046550290939316
S4E23,0.4592274678111588,0.4174107142857143
S5E1,0.6428571428571429,0
S5E2,0.5586854460093896,0.46907630522088356
S5E3,0.44175824175824174,0.576036866359447
S5E4,0.5337370242214533,0.5419198055893074
S5E5,0.3333333333333333,0.48066298342541436
S5E6,0.6053067993366501,0.566358024691358
S5E7,0.5226179018286814,0.5006257822277848
S5E8,0.500473933649289,0.6063348416289592
S5E9,0.4943820224719101,0.547105561861521
S5E10,0.5867446393762183,0.5401197604790419
S5E11,0.6148969889064976,0.5752212389380531
S5E12,0.47958561852528947,0.525
S5E13,0.5185929648241207,0.5906735751295337
S5E14,0.5688073394495413,0.5073457394711067
S5E15,0.6214511041009464,0
S5E16,0.4693227091633466,0.6049618320610687
S5E17,0.5510428100987925,0.47144006436041835
S5E18,0.5453400503778337,0.5086107921928817
S5E19,0.5168884339815762,0.5946398659966499
S6E1,0.5044814340588989,0.5345622119815668
S6E2,0.5296752519596865,0.5627802690582959
S6E3,0.6058201058201058,0.5086705202312138
S6E4,0.7931034482758621,0.6582278481012658
S6E5,0.9761904761904762,0.5910714285714286
S6E6,0.5426052889324192,0.5518731988472623
S6E7,0.6403508771929824,0.6463768115942029
S6E8,0.6561679790026247,0.568215892053973
S6E9,0.6844444444444444,0.5016251354279523
S6E10,0.5567567567567567,0.5936170212765958
S6E11,0.6377118644067796,0.608433734939759
S6E12,0.5645569620253165,0.5424610051993067
S6E13,0.6212121212121212,0.5832290362953693
S6E14,0.49129852744310576,0.46082337317397076
S6E15,0.7723577235772358,0.7083333333333334
S6E16,0.501008064516129,0.5365205843293492
S6E17,0.5686274509803921,0.5633187772925764
S6E18,0.5704347826086956,0.5622119815668203
S6E19,0,0.75
S6E20,0.5408163265306123,0.7226277372262774
S6E21,0.5875190258751902,0.5730706075533661
