Episode,MULDER,SCULLY
Episode_1,0.008370460375320642,0.014458402465039108
Episode_2,0.012802836320661808,0.015003409865878609
Episode_3,0.010902057323720767,0.014630390143737166
Episode_4,0.010054137664346482,0.012342908438061042
Episode_5,0.011483776886620488,0.016617528812650766
Episode_6,0.013204043738394884,0.021696891191709845
Episode_7,0.008764607679465776,0.01002865329512894
Episode_8,0.012735109717868339,0.021213248976553776
Episode_9,0.01706384230656075,0.031990521327014215
Episode_10,0.01167804527488322,0.01227906976744186
Episode_11,0.013654984069185253,0.01760760201229737
Episode_12,0.015469935785172213,0.020510673922143157
Episode_13,0.01264466352336048,0.015499584832549129
Episode_14,0.013160479277155765,0.011440107671601614
Episode_15,0.008970727101038715,0.013745704467353952
Episode_16,0.01054481546572935,0.017036811682385154
Episode_17,0.010925819436457734,0.010628550485614806
Episode_18,0.01569115815691158,0.015388919977616116
Episode_19,0.0100993098804915,0.01636615811373093
Episode_20,0.013872832369942197,0.016328999092833384
Episode_21,0.01098529660300828,0.01237156636611449
Episode_22,0.010981697171381031,0.013398058252427184
Episode_23,0.011212185318383753,0.012658227848101266
