Episode,MULDER,SCULLY
S5E2,0,2
S5E3,3,1
S5E4,4,2
S5E5,0,3
S5E6,1,5
S5E7,3,1
S5E8,3,0
S5E9,0,2
S5E10,7,12
S5E11,5,1
S5E12,12,5
S5E13,0,9
S5E14,2,14
S5E16,1,1
S5E17,5,11
S5E18,1,3
S5E19,4,1
