Episode,MULDER,SCULLY
S4E1,0.9597768277759205,1.0174435026011164
S4E2,1.0182662133147493,1.061291744574277
S4E3,1.0601114362433794,1.0683630763106795
S4E4,1.0489086867994704,1.079153028975222
S4E5,1.0752678383412058,1.1153196768710663
S4E6,1.0558222589801116,1.0483069182812597
S4E8,0.9984664469027109,0.9977482350990305
S4E9,1.0006345814038093,0.9944793036233991
S4E10,1.0076855031366772,1.1055883323267746
S4E11,1.0362959813987218,1.0184194682621823
S4E12,1.0197371631203467,1.0580261204991028
S4E13,1.0276324043051541,0.9387843743737463
S4E14,1.0185999366809884,1.0511491831807152
S4E15,0.9915195132651001,0.962119587908075
S4E16,1.024747057468787,1.0187076088661735
S4E17,1.0531519382556052,1.0303283579750162
S4E18,1.0033626580983768,1.0602821205316135
S4E19,1.046646213934382,1.0227149667984066
S4E20,0.9753428192087683,1.0244213111801408
S4E22,0.9672550340427869,1.0010781898552321
S4E23,0.9091251866748766,1.0554671406149978
S4E24,1.032875602879562,1.029434378444663
