Episode,MULDER,SCULLY
S1E1,0.4641768292682927,0.535904255319149
S1E2,0.5195094760312151,0.5744125326370757
S1E3,0.4740882917466411,0.5416666666666666
S1E4,0.4742616033755274,0.5142503097893433
S1E5,0.5188199389623601,0.583206106870229
S1E6,0.5005820721769499,0.5791433891992551
S1E7,0.452253628724217,0.46072374227714036
S1E8,0.47692307692307695,0.5987394957983193
S1E9,0.5868852459016394,0.6928327645051194
S1E10,0.5188583078491336,0.5533980582524272
S1E11,0.5249376558603491,0.6102819237147595
S1E12,0.5339805825242718,0.5643340857787811
S1E13,0.5112960760998811,0.5232919254658385
S1E14,0.5325248070562293,0.5241779497098646
S1E15,0.4796099290780142,0.5340909090909091
S1E16,0.5327868852459017,0.5831873905429071
S1E17,0.47789473684210526,0.5126849894291755
S1E18,0.5481171548117155,0.5279106858054227
S1E19,0.47914735866543096,0.5163690476190477
S1E20,0.5569948186528497,0.5701598579040853
S1E21,0.5159680638722555,0.531812725090036
S1E22,0.5047801147227533,0.5185995623632386
S1E23,0.4865810968494749,0.4666666666666667
